TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum $,TLMaxSum $,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,3,1,1,1,2,1,137,14,0,0,3,9,33761,42864,11,TRUE,2,6,7,79,45,0,2,9,45,2,2,33
0,1,0,1,8,0,4,97,5,0,3,5,7,9305,18882,8,TRUE,2,4,6,49,40,0,2,5,47,2,2,71
0,0,0,0,1,2,0,151,28,0,0,0,13,27049,37249,17,FALSE,0,6,7,73,53,3,0,1,76,0,1,0
0,10,4,0,2,4,3,158,14,0,0,2,11,23332,51832,26,TRUE,1,3,4,45,43,3,1,10,37,8,2,18
0,0,0,0,0,9,3,128,3,1,1,10,15,17819,28268,17,FALSE,0,3,5,63,74,1,0,0,79,0,0,67
0,0,0,0,0,3.108108,0,216,9,0,3,7,8,16039,49843,14,FALSE,0,1,1,32,93,0,0,0,57,0,0,88
0,1,1,0,0,10,4,355,17,0,0,3,3,4,1040,7,TRUE,0,0,0,0,63,0,1,2,38,2,1,100
0,0,0,0,1,1,1,553,2,3,4,6,10,9677,10947,11,FALSE,0,6,8,88,43,1,0,1,71,0,0,60
0,3,3,0,4,1,7,256,4,0,1,6,12,29261,60654,19,FALSE,0,2,3,48,89,0,0,1,63,0,0,50
0,1,1,0,0,13,3,167,13,0,0,2,3,5811,7704,9,TRUE,0,1,1,75,70,0,0,1,30,0,0,67
0,1,0,1,1,0,0,241,4,0,2,2,8,26697,29174,12,TRUE,0,3,6,92,63,0,1,3,50,1,1,25
0,1,0,0,2,6,2,163,8,0,1,2,4,10426,11422,8,TRUE,0,3,3,91,30,2,1,4,40,1,2,50
0,0,0,0,3,1,5,163,12,0,1,4,17,59217,75776,29,FALSE,0,8,12,78,71,0,0,2,55,0,0,24
0,1,0,0,2,0,2,161,8,0,2,3,7,34128,60468,17,FALSE,0,1,2,56,53,0,0,0,41,0,0,43
0,0,0,0,6,2,4,239,32,0,0,0,6,10142,15656,21,FALSE,0,2,2,65,35,3,0,0,23,0,0,0
0,0,0,0,4,1,4,179,12,0,1,3,6,595,1419,13,TRUE,2,3,3,42,38,2,3,4,38,3,4,50
0,0,0,0,7,0,6,41,2,1,2,5,4,5596,15055,6,FALSE,0,0,2,37,86,0,0,0,57,0,0,125
0,0,0,0,3,1,0,217,5,0,7,15,20,45258,90260,29,FALSE,0,6,6,50,73,0,0,0,67,0,0,75
0,0,0,0,1,5,0,215,9,0,2,3,10,20700,27738,9,FALSE,0,5,5,75,70,3,0,0,100,0,0,30
0,0,0,0,6,4,16,147,4,0,2,6,10,30189,54878,23,FALSE,0,2,3,55,54,0,0,0,38,0,0,60
0,3,1,1,3,1,0,132,3,1,4,5,5,12716,21110,6,TRUE,0,2,3,60,71,0,0,1,71,0,0,100
0,0,0,0,1,6,0,300,2,1,8,9,13,25103,33970,15,FALSE,0,6,9,74,82,0,0,0,76,0,0,69
0,2,0,1,2,1,2,111,4,0,2,6,7,28112,28537,12,TRUE,1,6,6,99,80,0,1,1,47,1,1,86
0,0,0,0,7,0,2,99,7,0,4,5,16,74634,84891,21,TRUE,0,14,14,88,78,0,1,1,70,1,1,31
0,2,2,0,0,7,1,113,1,1,4,4,5,11999,14938,11,FALSE,0,4,4,80,29,1,0,1,36,2,0,80
0,2,1,0,1,5,0,181,4,0,1,1,2,6734,13000,3,FALSE,0,0,1,52,50,0,0,0,50,1,0,50
0,2,0,0,1,1,1,92,13,0,0,1,1,20151.1,31205.9,4,TRUE,0,3.121682,4.077904,64.82224,33,0,0,1,17,0,0,100
0,1,1,0,3,0,7,262,27,0,0,0,5,677,2080,11,TRUE,3,2,2,33,22,2,4,9,28,4,5,0
0,0,0,0,0,17,1,105,7,0,4,10,15,45469,62577,20,FALSE,0,8,8,73,64,1,0,0,68,0,0,67
0,0,0,0,4,1,6,171,2,1,3,4,4,21565,24265,3,TRUE,2,2,3,89,43,0,2,3,57,2,2,100
0,2,2,0,6,1,8,44,3,1,2,3,3,7872,9253,5,FALSE,0,2,2,85,50,0,1,1,50,3,1,100
0,0,0,0,2,1,3,180,5,0,5,6,9,6201,16034,14,FALSE,0,2,3,39,53,0,0,1,60,0,0,67
0,0,0,0,4,0,1,189,7,0,2,2,6,18097,35209,16,FALSE,0,2,2,51,47,0,0,3,35,0,0,33
0,1,0,1,3,0,6,150,3,1,2,5,9,15250,18752,15,FALSE,0,4,5,81,78,0,0,0,50,0,0,56
0,0,0,0,7,0,11,92,7,0,1,5,12,33910,50174,27,FALSE,0,4,8,68,36,3,1,5,43,1,4,42
0,0,0,0,0,3.108108,0,235,29,0,0,0,13,9491,12336,15,FALSE,0,7,7,77,53,3,0,4,87,0,0,0
0,0,0,0,0,3.108108,0,163,22,0,0,1,9,13372,18961,18,FALSE,0,3,4,71,53,1,0,0,47,0,0,11
0,0,0,0,1,1,1,214,10,0,1,2,8,14971,32721,15,FALSE,0,0,2,46,53,2,0,1,47,0,1,25
0,1,0,0,16,1,2,199,2,1,7,10,27,177074,241985,41,TRUE,1,13,15,73,66,0,1,1,57,1,1,37
0,0,0,0,0,7,4,172,2,1,3,6,5,13917,19676,10,TRUE,0,2,2,71,23,3,2,4,38,2,2,120
0,1,1,0,6,1,12,38,2,5,8,12,10,63666,67986,11,TRUE,1,6,8,94,73,0,1,1,67,2,1,120
0,0,0,0,1,6,3,138,11,0,3,6,8,22598,30318,18,FALSE,0,5,6,75,32,3,0,1,36,0,0,75
0,0,0,0,5,1,16,201,12,0,1,6,5,12107,15427,8,FALSE,0,1,2,78,63,1,1,2,63,1,1,120
0,2,2,0,9,1,14,144,3,1,8,14,20,143639,196298,55,FALSE,0,8,12,73,52,0,0,0,33,0,0,70
0,0,0,0,4,1,3,384,6,0,1,2,5,9579,14438,13,FALSE,0,4,4,66,36,3,0,4,36,0,2,40
0,2,2,0,3,0,12,151,4,0,4,7,11,23700,31354,19,TRUE,1,3,4,76,52,0,1,2,44,3,1,64
0,0,0,0,0,12,0,291,11,0,2,4,10,25526,74605,21,FALSE,0,2,4,34,73,0,0,0,45,0,0,40
0,0,0,0,0,3.108108,0,461,9,0,1,3,16,19759,59895,25,FALSE,0,3,4,33,52,3,0,0,64,0,0,19
0,2,2,0,3,0,6,160,11,0,1,5,8,28848,47186,11,FALSE,0,3,5,61,46,1,0,0,62,0,0,63
0,0,0,0,10,1,17,157,5,0,7,14,21,46499,64064,40,FALSE,0,9,13,73,55,3,0,0,48,0,0,67
0,0,0,0,0,3.108108,0,115,29,0,0,0,11,25323,47150,15,FALSE,0,4,4,54,73,0,0,0,73,0,0,0
0,5,3,1,3,3,7,133,5,0,3,4,8,8985,11574,10,TRUE,2,3,4,78,58,0,2,2,67,3,2,50
0,0,0,0,8,1,2,167,4,0,3,4,9,61270,75280,23,TRUE,0,4,6,81,50,0,0,4,35,0,0,44
0,0,0,0,4,0,7,97,2,2,10,18,19,51246,88702,38,FALSE,0,4,6,58,36,0,0,0,35,0,0,95
0,0,0,0,7,2,8,80,10,0,2,5,8,56520,75220,15,TRUE,0,4,6,75,63,0,0,1,50,0,0,63
0,3,3,0,1,2,1,41,35,0,0,0,2,295,300,2,FALSE,0,1,1,98,0,1,0,0,100,2,0,0
0,0,0,0,8,1,4,213,2,1,1,2,2,1513,1602,2,TRUE,0,2,2,94,25,0,1,2,50,1,1,100
0,1,1,0,4,4,2,375,18,0,0,1,7,5463,10661,12,TRUE,0,2,3,51,15,3,1,4,54,2,2,14
0,0,0,0,3,0,8,109,3,2,5,10,12,61403,83970,20,TRUE,0,6,8,73,61,0,0,1,52,0,0,83
0,0,0,0,4,0,3,49,5,0,3,3,8,33972,36720,11,FALSE,0,6,6,93,92,0,0,0,67,0,0,38
0,11,6,1,1,1,1,103,11,0,1,3,5,20256,26569,6,TRUE,3,4,5,76,27,0,3,9,33,9,3,60
0,1,1,0,2,6,1,99,2,1,3,3,7,23273,25145,9,TRUE,0,4,4,93,55,0,0,1,64,1,0,43
0,0,0,0,3,1,3,236,8,0,1,5,10,64002,72931,19,FALSE,0,7,7,88,70,0,0,0,43,0,0,50
0,0,0,0,6,1,3,160,15,0,0,4,16,60557,75068,38,FALSE,0,8,10,81,58,0,0,0,40,0,0,25
0,1,0,1,0,14,0,205,9,0,1,2,2,2577,4460,2,TRUE,0,1,2,58,33,0,0,4,33,0,0,100
0,1,0,1,2,2,2,67,2,1,1,2,4,5708,5659,6,FALSE,0,3,3,101,43,0,0,0,57,0,0,50
0,1,1,0,5,0,5,9,3,1,6,6,2,228,285,1,FALSE,0,1,1,80,17,0,0,0,33,1,0,300
0,0,0,0,7,1,1,62,6,0,2,3,6,17116,23973,7,FALSE,0,3,4,71,100,0,0,0,86,0,0,50
0,2,0,1,7,2,4,102,11,0,2,4,4,2837,3509,5,TRUE,0,1,2,81,71,0,0,2,57,0,0,100
0,2,2,0,0,9,0,103,9,0,1,4,7,14699,20328,16,TRUE,0,3,3,72,65,2,0,1,41,1,1,57
0,0,0,0,1,3,0,221,8,0,7,11,19,13624,45251,35,FALSE,0,3,4,30,69,0,0,1,49,0,0,58
0,1,0,0,0,9,1,264,4,0,4,8,10,37382,43545,19,FALSE,0,5,7,86,40,1,0,4,50,1,0,80
0,3,1,0,4,1,2,136,4,0,1,5,7,48558,51684,12,FALSE,0,6,6,94,57,0,0,0,50,1,0,71
0,0,0,0,0,10,1,334,9,0,2,4,7,42128,50674,17,TRUE,0,3,4,83,50,0,0,3,39,0,0,57
0,5,5,1,1,1,1,100,19,0,0,1,1,4761,5197,3,TRUE,0,1,1,92,17,0,0,2,17,2,0,100
0,1,0,1,3,1,2,282,12,0,1,2,3,22317,27075,4,TRUE,1,1,1,82,33,0,1,5,33,1,1,67
0,0,0,0,0,7,3,100,17,0,0,1,3,1948,23949,9,TRUE,1,0,0,8,18,1,4,6,27,4,4,33
0,2,0,1,1,0,3,135,5,0,1,2,5,1246,1508,5,TRUE,1,4,4,83,57,2,1,2,71,1,2,40
0,0,0,0,3,0,3,217,5,0,4,6,12,20121,24837,17,FALSE,0,5,5,81,61,0,0,1,67,0,0,50
0,0,0,0,3,1,1,40,7,0,2,7,8,7693,10538,8,FALSE,0,3,3,73,100,0,0,0,100,0,0,88
0,7,0,0,1,0,0,129,7,0,1,2,7,8264,18426,20,FALSE,0,3,3,45,52,2,0,1,33,4,1,29
0,0,0,0,0,20,0,109,5,0,2,5,10,22792,64722,20,FALSE,0,2,2,35,81,0,0,0,48,0,0,50
0,0,0,0,3,3,0,325,4,0,5,7,14,26328,70535,25,FALSE,0,3,5,37,54,3,0,1,50,0,0,50
0,5,4,0,4,2,3,34,2,1,3,5,6,23564,25485,7,FALSE,0,4,4,92,88,0,0,0,75,0,0,83
0,0,0,1,5,1,4,193,4,0,1,1,4,16092,16614,11,TRUE,1,3,3,97,50,3,3,5,33,3,5,25
0,0,0,0,1,1,5,136,18,0,0,3,3,15109,21931,7,FALSE,0,1,3,69,25,1,0,0,38,0,0,100
0,1,1,0,0,8,3,123,16,0,0,1,1,0,2509,5,FALSE,0,3.121682,4.077904,0,80,0,0,0,20,1,0,100
0,1,1,0,4,0,6,64,7,0,1,3,4,38247,50944,8,FALSE,0,2,3,75,88,0,0,0,50,1,0,75
0,0,0,0,2,0,2,143,10,0,3,3,3,2583,3050,6,FALSE,0,2,2,85,67,0,0,1,50,0,0,100
0,1,1,0,1,5,5,84,3,1,3,7,5,12401,13057,10,TRUE,0,2,3,95,36,2,0,1,36,1,1,140
0,0,0,0,6,0,2,180,12,0,1,6,15,27888,49168,24,FALSE,0,3,5,57,62,0,0,0,52,0,0,40
0,0,0,0,7,1,4,153,14,0,0,2,3,10303,13692,4,TRUE,0,1,3,75,50,0,0,2,50,0,0,67
0,7,6,1,6,1,12,72,7,0,1,1,1,7054,7684,4,TRUE,0,1,1,92,38,0,0,4,13,2,0,100
0,4,2,1,1,1,2,122,22,0,0,1,7.879546,20151.1,31205.9,2,FALSE,0,3.121682,4.077904,64.82224,50,0,0,0,49.62863,1,0,56.43277
0,0,0,0,0,14,0,355,8,0,1,10,30,76695,108659,40,FALSE,0,17,23,71,72,0,0,0,65,0,0,33
0,7,5,0,2,0,0,103,26,0,0,0,3,1639,2085,4,TRUE,1,1,1,79,60,0,1,3,60,7,1,0
0,0,0,0,1,6,1,327,8,0,1,2,2,4088,4863,13,TRUE,1,2,2,84,35,0,1,4,12,1,1,100
0,2,0,0,2,1,1,134,19,0,0,4,9,14928,18307,17,TRUE,0,6,6,82,19,3,0,3,43,0,3,44
0,3,0,1,1,6,7,178,6,0,2,3,4,18354,20266,17,TRUE,0,2,2,91,26,0,1,7,17,1,1,75
0,0,0,0,5,1,1,240,2,1,6,16,26,46604,88920,43,FALSE,0,5,5,52,73,0,0,0,53,0,0,62
0,0,0,0,2,1,2,111,24,0,0,1,5,478,17816,15,FALSE,0,0,0,3,47,0,0,0,33,0,0,20
0,1,1,0,5,4,13,162,5,0,2,3,4,3132,5028,21,TRUE,3,0,1,62,28,0,3,4,16,4,3,75
0,0,0,0,3,0,1,155,5,0,8,17,15,34284,39029,27,FALSE,0,9,9,88,70,0,1,1,45,1,1,113
0,2,1,1,1,2,4,230,2,1,2,2,6,36843,40088,12,TRUE,2,5,5,92,19,0,2,9,29,3,2,33
0,1,1,0,3,3,2,55,11,0,3,4,6,4632,6140,7,FALSE,0,1,3,75,60,0,0,0,60,0,0,67
0,3,2,0,3,1,1,99,4,0,1,3,6,21902,27068,8,TRUE,0,2,3,81,60,0,0,3,60,2,0,50
0,0,0,0,0,14,0,131,43,0,0,0,2,3530,4900,8,FALSE,0,0,1,72,25,0,0,0,25,0,0,0
0,5,4,0,3,1,8,89,9,0,2,6,4,22409,25227,20,TRUE,2,3,3,89,18,0,2,4,12,4,2,150
0,1,1,0,5,0,4,243,29,0,0,0,6,19178,32313,8,TRUE,1,4,4,59,70,0,1,1,60,1,1,0
0,0,0,0,6,1,6,155,4,0,2,3,10,10325,37604,20,FALSE,0,2,3,27,59,0,1,1,45,1,1,30
0,0,0,0,0,9,0,210,9,0,2,3,9,17658,23843,16,TRUE,0,4,5,74,48,0,1,1,43,1,1,33
0,2,2,0,1,4,1,102,27,0,0,0,3,3915,7251,5,TRUE,3,1,2,54,10,0,3,5,30,4,3,0
0,4,3,0,2,1,1,146,2,2,4,9,10,21252,25290,24,FALSE,0,6,8,84,54,3,0,2,38,0,0,90
0,0,0,0,2,5,3,278,4,0,2,7,10,5828,9901,27,FALSE,0,3,3,59,59,1,0,0,34,0,0,70
0,1,0,1,3,1,2,265,3,1,3,6,7,13481,19122,7,TRUE,1,4,4,71,46,0,1,6,54,1,1,86
0,3,0,0,2,0,1,298,18,0,0,1,7,303,324,6,TRUE,2,2,2,94,30,2,2,3,70,4,3,14
0,0,0,0,1,2,1,232,22,0,0,1,2,468,350,2,TRUE,0,1,1,134,25,0,1,2,50,1,1,50
0,0,0,0,4,0,3,106,37,0,0,0,3,1964,3033,7,FALSE,0,0,3,65,38,0,0,1,38,0,0,0
0,2,2,0,4,1,4,92,9,0,2,2,2,14412,14951,3,TRUE,0,1,2,96,20,2,0,3,40,0,1,100
0,1,0,0,0,8,0,257,10,0,1,1,2,59,3470,4,TRUE,3,0,0,2,10,0,3,7,20,3,3,50
0,0,0,0,6,1,4,316,9,0,2,3,9,52717,101064,15,FALSE,0,1,1,52,87,0,0,0,60,0,0,33
0,7,5,0,4,1,2,89,3,1,2,2,3,19467,26690,3,TRUE,1,1,2,73,25,0,1,4,38,3,1,67
0,1,1,0,3,1,3,96,8,0,2,3,4,2105,9214,6,FALSE,0,2,2,23,50,2,1,2,50,2,2,75
0,5,2,1,1,6,2,74,3,1,2,4,3,72118,79249,4,TRUE,2,3,3,91,43,0,2,3,43,4,2,133
0,0,0,0,1,4,2,270,9,0,1,4,17,34639,80865,28,FALSE,0,2,4,43,68,2,0,1,55,0,1,24
0,0,0,0,1,1,1,198,15,0,0,3,4,660,6514,11,FALSE,0,0,0,10,33,0,0,1,33,0,0,75
0,1,0,1,3,1,0,183,6,0,1,1,4,6083,7654,6,FALSE,0,2,3,79,100,0,0,2,67,0,0,25
0,1,1,0,1,0,2,393,5,0,1,4,6,6493,15179,9,FALSE,0,2,4,43,67,2,0,1,67,1,1,67
0,0,0,0,11,0,7,209,6,0,3,5,7,25072,30130,13,FALSE,0,5,6,83,77,0,0,0,54,0,0,71
0,1,1,0,5,0,4,222,21,0,0,3,7,15720,28136,17,FALSE,0,1,3,56,44,1,0,0,39,0,0,43
0,0,0,0,0,22,3,523,8,0,1,2,6,11792,23145,11,FALSE,0,1,2,51,82,0,0,0,55,0,0,33
0,0,0,0,8,1,3,217,2,4,7,11,23,19766,144818,37,FALSE,0,1,1,14,63,0,0,0,53,0,0,48
0,0,0,0,1,0,1,104,4,0,3,4,6,5417,16760,6,FALSE,0,2,2,32,100,0,0,0,100,0,0,67
0,3,0,1,11,0,10,102,6,0,1,2,3,57129,61219,3,TRUE,0,2,2,93,75,0,0,2,75,0,0,67
0,6,0,0,1,2,2,206,10,0,1,1,11,37518,62802,24,FALSE,0,5,5,60,42,3,0,1,46,2,0,9
0,0,0,0,1,2,0,8,8,0,1,1,1,10375,12879,1,FALSE,0,1,1,81,100,0,0,0,100,0,0,100
0,0,0,0,1,1,1,62,15,0,0,1,6,13281,13986,7,FALSE,0,5,5,95,75,0,0,0,75,0,0,17
0,0,0,0,0,13,0,220,13,0,0,1,5,1730,4321,6,FALSE,0,1,2,40,50,0,1,2,83,1,1,20
0,0,0,0,1,3,0,155,6,0,2,2,5,12398,16066,15,FALSE,0,3,4,77,56,2,0,1,31,0,1,40
0,1,1,0,3,0,3,252,42,0,0,0,6,7399,8402,20,TRUE,1,3,4,88,55,0,1,8,27,1,1,0
0,2,1,1,2,1,1,161,12,0,1,1,1,3766,5000,4,TRUE,0,1,1,75,33,0,0,2,17,1,0,100
0,1,0,0,0,10,0,125,29,0,0,0,10,13960,20511,9,TRUE,1,3,3,68,36,3,1,4,71,1,3,0
0,0,0,0,2,1,4,337,7,0,1,2,5,18726,29885,9,FALSE,0,2,2,63,45,0,0,3,45,0,0,40
0,2,2,0,2,1,2,140,16,0,0,1,12,19640,29649,19,FALSE,0,7,7,66,70,0,0,0,60,2,0,8
0,0,0,0,3,0,2,82,5,0,2,4,8,20393,38350,9,FALSE,0,2,3,53,73,0,0,0,73,0,0,50
0,0,0,0,0,13,1,210,17,0,0,4,15,24305,57396,23,FALSE,0,3,5,42,50,3,0,0,63,0,0,27
0,0,0,0,0,10,0,155,4,0,3,4,9,39256,56077,13,FALSE,0,5,5,70,92,0,0,0,69,0,0,44
0,0,0,0,4,1,1,91,2,1,1,1,7,17628,20631,9,TRUE,1,3,6,85,27,3,1,4,64,1,3,14
0,0,0,0,1,2,9,208,7,0,4,8,10,22414,45331,15,TRUE,0,1,2,49,55,2,0,2,50,0,1,80
0,0,0,0,1,2,0,173,1,1,2,2,11,9536,31942,26,FALSE,0,2,3,30,57,0,0,0,37,0,0,18
0,4,4,0,4,1,2,388,3,1,4,5,7,1752,6007,19,TRUE,3,2,2,29,28,1,4,7,28,8,4,71
0,0,0,0,0,3.108108,0,250,8,0,1,1,11,22846,30357,16,FALSE,0,5,6,75,63,0,0,0,69,0,0,9
0,0,0,0,0,3.108108,0,154,3,1,2,2,16,73719,130714,21,FALSE,0,2,3,56,86,0,0,0,73,0,0,13
0,0,0,0,0,9,0,43,8,0,6,28,30,10604,83553,35,FALSE,0,2,3,13,89,0,0,0,79,0,0,93
0,0,0,0,0,3.108108,0,189,29,0,0,0,3,270,6350,5,FALSE,0,0,0,4,60,0,0,0,60,0,0,0
0,0,0,0,0,20,0,88,13,0,0,3,7,46683,57036,18,FALSE,0,3,5,82,38,0,0,0,33,0,0,43
0,2,1,1,0,7,0,51,6,0,1,2,2,18505,21058,6,FALSE,0,1,1,88,67,0,0,0,33,0,0,100
0,0,0,0,1,4,0,193,4,0,3,5,6,10627,17920,26,TRUE,0,2,3,59,29,3,0,9,19,0,1,83
0,0,0,0,2,1,5,267,7,0,1,2,8,10635,23059,17,FALSE,0,3,4,46,61,1,0,2,44,0,0,25
0,7,5,1,3,1,4,143,11,0,1,2,4,12186,19530,6,TRUE,0,2,3,62,38,0,0,3,50,4,0,50
0,0,0,0,3,4,4,335,14,0,0,3,11,47407,58933,26,FALSE,0,5,7,80,65,1,0,0,42,0,0,27
0,2,2,0,1,4,0,92,4,0,1,1,8,3712,4793,8,TRUE,1,2,3,77,42,3,2,4,67,4,4,13
0,0,0,0,1,3,2,164,13,0,0,3,5,1827,8599,13,TRUE,0,0,0,21,50,0,1,2,36,1,1,60
0,0,0,0,1,5,0,292,15,0,0,2,12,34871,52102,27,FALSE,0,4,4,67,66,0,0,0,41,0,0,17
0,0,0,0,1,1,11,192,7,0,3,5,7,32554,35624,18,TRUE,0,6,7,91,30,3,1,2,35,1,2,71
0,1,0,1,4,1,4,108,3,1,3,7,8,14574,22028,15,FALSE,0,4,5,66,69,0,0,0,50,0,0,88
0,1,0,0,17,1,25,60,5,0,3,7,7,16418,17914,10,TRUE,1,3,4,92,77,0,1,1,54,2,1,100
0,2,1,1,8,1,2,48,7,0,1,2,4,4588,8526,7,FALSE,0,2,3,54,71,0,0,0,57,0,0,50
0,1,0,0,2,3,4,246,3,1,1,4,8,29237,48037,19,TRUE,0,2,6,61,50,0,1,2,36,1,1,50
0,1,1,0,3,1,1,186,22,0,0,1,3,0,4014,6,TRUE,2,3.121682,4.077904,0,25,0,3,5,38,4,3,33
0,0,0,0,5,1,6,130,13,0,0,6,16,66684,84830,21,FALSE,0,9,13,79,67,2,0,1,67,0,1,38
0,15,13,0,1,1,4,79,11,0,1,2,2,13293,18008,5,TRUE,0,0,1,74,33,0,1,1,33,5,1,100
0,0,0,0,1,1,2,154,5,0,3,6,8,28058,39673,14,FALSE,0,4,5,71,56,0,0,0,50,0,0,75
0,0,0,0,2,3,0,71,3,1,1,7,12,30328,31362,17,FALSE,0,9,11,97,52,3,0,0,52,0,0,58
0,5,5,0,4,1,6,156,5,0,2,5,3,4688,26726,18,TRUE,1,1,1,18,26,2,2,6,13,5,3,167
0,1,1,0,0,17,1,102,2,2,3,4,5,2089,3260,6,FALSE,0,1,1,64,43,0,0,0,71,0,0,80
0,0,0,0,1,6,0,197,22,0,0,1,5,6655,10270,13,FALSE,0,2,2,65,43,3,0,3,36,0,2,20
0,0,0,0,3,1,3,239,17,0,0,2,5,7839,10988,12,FALSE,0,2,2,71,38,0,0,1,38,0,0,40
0,1,0,1,2,1,1,181,12,0,1,1,4,4869,7574,11,TRUE,0,1,1,64,29,0,0,5,24,0,0,25
0,0,0,0,6,1,1,77,17,0,0,1,3,6713,6800,3,FALSE,0,1,1,99,100,0,0,0,100,0,0,33
0,0,0,0,2,1,5,243,6,0,1,2,15,25142,46802,22,FALSE,0,5,8,54,70,0,0,0,65,0,0,13
0,51,50,0,4,0,0,101,23,0,0,1,2,1367,3810,3,FALSE,0,0,0,36,67,0,0,0,67,47,0,50
0,0,0,0,6,0,12,100,9,0,1,4,14,42654,90839,20,FALSE,0,3,5,47,76,0,0,0,67,0,0,29
0,0,0,0,2,1,2,100,6,0,12,16,13,25355,36120,23,FALSE,0,5,7,70,80,0,0,0,52,0,0,123
0,0,0,0,2,1,1,144,1,1,3,5,7,9539,18215,6,FALSE,0,2,3,52,63,0,0,2,88,0,0,71
0,0,0,0,8,1,7,218,5,0,7,12,21,26291,42156,30,FALSE,0,7,9,62,74,0,0,1,62,0,0,57
0,1,0,0,0,10,2,202,9,0,2,3,3,9177,13196,9,TRUE,0,0,1,70,40,0,0,7,20,0,0,100
0,0,0,0,1,2,0,127,16,0,0,1,7,6626,8031,8,TRUE,0,2,3,83,50,1,0,1,70,0,0,14
0,1,0,0,1,3,4,174,14,0,0,4,7,27964,49882,12,FALSE,0,3,3,56,33,1,1,2,58,1,1,57
0,1,0,0,5,0,10,147,7,0,3,3,10,30300,58052,18,TRUE,4,2,2,52,23,3,7,8,45,7,7,30
0,3,2,0,0,7,3,11,11,0,1,1,1,0,0,1,FALSE,0,3.121682,4.077904,0,100,0,0,0,100,2,0,100
0,2,2,0,1,3,1,156,7,0,1,1,6,10444,30452,10,TRUE,2,1,2,34,19,3,4,9,38,5,7,17
0,0,0,0,8,1,5,149,11,0,2,7,18,80632,121958,27,FALSE,0,8,9,66,69,1,0,0,56,0,0,39
0,0,0,0,0,12,1,99,12,0,1,1,5,8876,13585,13,TRUE,1,0,2,65,38,2,1,8,31,1,2,20
0,2,1,1,0,9,0,256,8,0,1,1,1,0,0,11,TRUE,0,0,0,0,27,0,0,4,7,0,0,100
0,2,2,0,6,1,4,258,14,0,0,1,3,0,1500,7,TRUE,3,3.121682,4.077904,0,18,0,4,4,27,4,4,33
0,4,3,0,4,1,4,89,5,0,1,1,2,0,0,1,TRUE,1,0,0,0,25,0,1,3,50,2,1,50
0,1,0,1,6,2,15,89,2,1,4,7,5,24872,31194,7,TRUE,1,4,4,80,55,0,1,1,45,1,1,140
0,1,1,0,0,7,1,96,3,1,5,7,19,29551,44005,31,FALSE,0,13,16,67,59,0,0,0,56,0,0,37
0,0,0,0,0,11,1,95,6,0,2,3,13,51962,77503,14,FALSE,0,5,7,67,81,0,0,0,81,0,0,23
0,0,0,0,0,12,1,194,22,0,0,1,4,1214,7117,6,FALSE,0,1,1,17,83,0,0,0,67,0,0,25
0,2,1,1,1,1,2,81,48,0,0,0,1,1721,7650,4,TRUE,2,0,0,23,7,0,2,11,7,3,2,0
0,3,2,0,2,0,1,222,3,1,1,2,5,28738,43378,3,TRUE,1,2,2,66,40,0,1,2,100,2,1,40
0,0,0,0,4,1,8,238,10,0,1,6,8,26755,36695,18,FALSE,0,2,3,73,48,3,0,2,38,0,1,75
0,0,0,0,4,0,1,162,4,0,1,3,14,51807,84921,21,FALSE,0,5,9,61,65,0,0,0,61,0,0,21
0,0,0,0,2,1,3,37,4,0,3,12,14,17226,20971,17,FALSE,0,6,9,82,94,0,0,0,82,0,0,86
0,2,1,0,4,1,4,96,2,2,3,3,4,3798,3798,5,TRUE,1,2,2,100,13,0,1,3,50,2,1,75
0,0,0,0,0,13,1,140,15,0,0,4,4,15341,20209,7,FALSE,0,1,2,76,75,0,0,2,50,0,0,100
0,0,0,0,6,1,12,67,7,0,2,6,4,29133,36001,9,FALSE,0,2,3,81,78,0,0,2,44,0,0,150
0,0,0,0,0,9,0,55,16,0,0,2,5,2785,3509,6,FALSE,0,2,2,79,57,1,0,0,71,0,0,40
0,0,0,0,2,1,3,121,4,0,3,5,12,9129,54465,15,FALSE,0,1,2,17,63,0,0,0,63,0,0,42
0,0,0,0,2,1,1,332,3,1,2,4,20,24174,29546,24,FALSE,0,11,13,82,80,0,0,0,80,0,0,20
0,2,2,0,0,20,0,160,6,0,2,4,6,12956,15593,9,FALSE,0,4,4,83,56,0,0,1,67,1,0,67
0,1,1,0,8,1,13,269,7,0,1,2,8,8216,11528,20,TRUE,3,4,5,71,26,2,4,11,30,5,5,25
0,8,5,0,1,6,3,52,21,0,0,1,1,13020,18600,3,FALSE,0,0,1,70,67,2,0,1,33,1,1,100
0,0,0,0,0,3.108108,0,143,30,0,0,0,4,3632,19912,8,FALSE,0,1,1,18,25,1,0,3,50,0,0,0
0,2,2,0,2,1,6,105,13,0,0,3,6,7651,13722,12,TRUE,1,1,2,56,46,0,1,1,46,2,1,50
